worker_ID,asg_ID,payments,experiment_id,current_question,answer1,feedback,initial_time,begin_time
"A115UFR6VA6OM1","39GHHAVOMFRZ3M6BJL56H1Q6I05J4W",,235,1,,,1455559337584.0,1455559339200.0
"A3QWNGAX965MPX","35LDD5557A4AIW1Z7A5E4A7JJGSKMT",,236,0,,,1455560027519.0,1455560049427.0
"A17ELSQUMU0QT6","3KGTPGBS6XLYEO2IR6QWVO2JF2AU2A","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",237,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam should grade the paper a B because of the 90% chance Lisa will also grade it a B, thus giving him a 90% of getting a bonus, where as if he graded the paper an A he only has a 10% chance of receiving a bonus regardless of the amount."" ], ""time"" : 563996 } } }",,1455559998130.0,1455560202487.0
"A2BPBFN87X32NO","38SKSKU7R1XZ6JTQ7VJNRHDHR7GLIK","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",238,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If he thinks the students are more likely to get B, which would in general be true if the grade is curved and reserved for top marks, then he should give a B. If he also things Lisa will give a B he would at least get something even if his percentages are off."" ], ""time"" : 170986 } } }",,1455560710891.0,1455560728954.0
"A13VIJ7G997ZCY","3R5F3LQFV2KT7ULXKRN1JTK1IPHZO6","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",239,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" I dunno, first paragraph is confusing.  But this way I'm changing up the numbers, because while Lisa is 40% A regardless, Alice and Nicole's percentages depend on whether Bob and Mike choose A or B.  If Sam chooses B, then Bob and Mike gave B."" ], ""time"" : 738964 } } }",,1455561424516.0,1455561455309.0
"ASS7VIIWIGEBC","3LUY3GC63Z0S8KRSGW8XH9WSI1I7PL",,240,7,,,1455566166112.0,1455566177588.0
"A211HK32QNTYX1","3WSELTNVR328JEIX4GT1WAZF8CAATL","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",241,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""If there's a 40% chance that Lisa will give an A, then there's a 60% chance that she''l give a B.  If Sam and Lisa give different grades, Sam pays nothing; however, if he and Lisa give the same grade, then he will pay a penalty.  Since there is a 60% chance that Lisa will give a B, then Sam should give an A to avoid paying a penalty."" ], ""time"" : 277379 } } }",,1455566558645.0,1455566576123.0
"AMPMTF5IAAMK8","3TE3O8573086YWA1NCVRQDFZ83LR2I",,242,0,,,1455572166182.0,1455572171012.0
"A3LZCR1FDVSVQ8","34J10VATJFYAXG93Z0RJ83CB1E4IQ9",,243,4,,,1455583544673.0,1455583558035.0
"A1RZT7L92M3XY0","3OVHNO1VE6123XU8UI9L8Z82ECHZDI",,244,5,,,1455584296398.0,1455584312602.0
"A1RSAU5I9NZTOP","320DUZ38G7MFF2ZVEM77QQN986LGJP","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",245,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam will benefit more if he chooses grade B because Lisa and Alice have a 40% chance of choosing an A."" ], ""time"" : 752557 } } }",,1455585105349.0,1455585180282.0
"33odcnwe","2ocbe3",,246,7,,,1455602976753.0,1455602988380.0
"33wwwcnwe","2ocbe3",,247,0,,,1455603187239.0,1455603189971.0
"123","2","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",248,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" b123 test"" ], ""time"" : 19442 } } }",,1455608439298.0,1455608435507.0
"ATHS9CW2FLYUY","35BLDD71I6XOXEUUL39FELE9EK6ZV4",,249,2,,,1455608588725.0,1455608598099.0
"A356795ET25HER","39LNWE0K4UW2P9GKG9BOI49040WUIE","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",250,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" I think that because their is a higher percentage of better grades, it would be more beneficial to choose option B."" ], ""time"" : 79036 } } }",,1455608604501.0,1455608607571.0
"A1A3TGZ7DKJWRW","3Z4AIRP3C6DJ67EHD715ACRIHG21XL",,252,1,,,1455608659632.0,1455608699028.0
"A1YFLIT0E5OJG4","3OS4RQUCR9F3JJ5OFAO8AH4KZNXFBR",,253,4,,,1455608720388.0,1455608741158.0
"A2HSCKH5NKN5LP","3WAKVUDHUWG50PZOXI7RRFJRQKKU7I",,255,3,,,1455608782849.0,1455608792113.0
"A2ZRJMJTE6ID97","3STRJBFXOWREVRRJG76QQO2BDQEKTO","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",256,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" It would give less penalty"" ], ""time"" : 139518 } } }",,1455608891465.0,1455608946754.0
"A2LUB97I11YF7K","3H8DHMCCW9B7E2VMUH6BLKKPA4QKD5","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",257,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" I would think that you have to go with the odds on this one, which indicate that it's more than likely to be B.  I could be really wrong though!"" ], ""time"" : 145717 } } }",,1455609003710.0,1455609032438.0
"A33CFLCMJNHHNC","3I3WADAZ9Q4V0G18D3GLUPD6HS35O3","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",254,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Because Sam thinks there's a 90% chance that Lisa will give a B, he will need to give the same grade in order to receive his reward.  Otherwise, he risks getting nothing.  If every other grader will grade honestly, with the percentages adjusted, I think 50% of the essays will get an A and 50% will get a B.  So given that, if Sam grades B, there's a 90% chance he will get $2 and 10% chance of $0.  If he grades A, there's a 10% chance of getting $2 and 90% chance of $0."" ], ""time"" : 547762 } } }",,1455608730753.0,1455608745995.0
"A3HEFMJ50IMTY6","30MVJZJNHMD00SCN0G1XY91M4UBJ9O","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",261,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" The penalty is less."" ], ""time"" : 62302 } } }",,1455609692434.0,1455609635061.0
"A39QOA9M7GNF86","3483FV8BEEJDCDCHVOSTFIO3CII62E","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",258,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If lisa give a grade of A then sam had nothing to lose.But if lisa give a grade of B then  the penalty will be low as the grade B is popular with 80%."" ], ""time"" : 582641 } } }",,1455609106913.0,1455609138864.0
"A26U4IKXMXT0ZA","3DOCMVPBTNEH8K72GOCU9HDNI3XNNV","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",260,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""There are a few reasons why Sam should give the essay a B to maximize his reward.  If Sam and Lisa give the essay the same grade, then Sam will have to pay a penalty.  There is a 40% chance that Lisa will give the essay an A.  Therefore, if Lisa gives an A and Sam gives a B, he will not have to pay a penalty at all.  Now, if Lisa does give the essay a B and Sam gives the essay a B, he will have to pay a penalty.  Since B is the assumed more popular grade at 80%, he will only have to pay a penalty of 1.25 if he and Lisa both give a B.  If, for some reason, he and Lisa both gave an A, he would be paying a larger penalty since it is a less popular grade.  Giving the essay a B will result in him either paying NO penalty at all, or the lesser of the two evils."" ], ""time"" : 301284 } } }",,1455609545130.0,1455609554457.0
"A1UYVA1O1G2UJP","3ZPPDN2SLVWSPCQVMFQ61TOUZMGE9Z","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",259,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Because Sam believes 80% will get a B grades.  So, he definitely choose B grade."" ], ""time"" : 596920 } } }",,1455609106291.0,1455609293515.0
"A1O0QLF543UTYK","3QAPZX2QN4DIY2Q2TZCC6HECZFW027",,264,5,,,1455609884756.0,1455609910545.0
"A1WX1XX58WCVTS","37UEWGM5HT8Z9BS548VDLU5UGZHR1F","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",262,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam should give a B to better the chances that their grades do not have 2 As and 2 Bs so Sam will get the larger reward of $1.50"" ], ""time"" : 221419 } } }",,1455609714388.0,1455609731690.0
"AGWB3ZV4DQI5Z","3ON104KXQKWL966AQKOL6RKEKY7W41",,266,2,,,1455658865409.0,1455610549710.0
"A5THBGT864UT9","3QRYMNZ7FYHF3XCMDKY6IGJF7LJTN2","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",263,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If he wants to maximize the possibility of his reward, regardless of everything else, he should always choose what he thinks will be taken by the lowest percentage of the class. In this case he believes 20% will get an A. Therefore he should choose the grade A to maximize his reward since lower the popularity equals higher reward."" ], ""time"" : 817578 } } }",,1455609746543.0,1455609754679.0
"A30NI1VJ5ME67A","3JW0YLFXRTGXI8PU0QU41J354R5WWM","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",265,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If he gives A his penalty would be 2.5 else it will be 0."" ], ""time"" : 257954 } } }",,1455610507422.0,1455610539520.0
"A1EBZG9HVPQ0TG","3YW4XOSQKQLRP3KM82QIQ5SENYL1UT","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",251,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" since lisa will also go for A"" ], ""time"" : 2262717 } } }",,1455608599665.0,1455608610024.0
"A32PDV0X8GZ37I","3FFJ6VRIL1OM9N44I2X4TXLTOBU0IJ","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",267,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Sam gives the essay A. Lisa gives it a B. Since every other grader is going to grade honestly there will be a A and B. Alice also gives it a B. And Nicole gives it a A."" ], ""time"" : 812034 } } }",,1455610784622.0,1455610618170.0
"A11RF5IYJQL5B","3R2UR8A0IAG42ZLIJ9ZGM84QAREXO6","[ 0, 0, 0, 0, 0, 0, 0.04, 0.04 ]",271,3,,,1455611447143.0,1455611606445.0
"A13STUE0VL42FA","3C6FJU71TQTOF9VPKRXR4S3OUJWUYM",,272,3,,,1455611507726.0,1455611633258.0
"A370V697M1KW6R","3KYQYYSHYV7Q4TG1S9Y4S11YU92DOK","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",274,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Because 80% is more likely to get"" ], ""time"" : 150832 } } }",,1455612219255.0,1455612279964.0
"A1JL8N1PWIFDH2","3VW04L3ZLT6RW8ZAK0MC5LVJMVJXXB","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",273,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""90% chance mike and bob's partners agree if they go B. 90% Lisa will go B. lose 50 cents for alice/nicole, but gain $1 for lisa/alice for total of $1. choosing A makes base pay most probable outcome"" ], ""time"" : 841577 } } }",,1455611810150.0,1455611825797.0
"A2NIS17UKTD6TG","3NQL1CS15R8OSOKPPH7W0E578Q5YVF","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",275,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam could get $1.5 since the chance of having 2 A's, would be low."" ], ""time"" : 358846 } } }",,1455612719077.0,1455612787738.0
"A5BMKZRGHNSRT","3KV0LJBBH2LW50EUXUEB5MTXEAFMRL",,279,1,,,1455613299458.0,1455613327980.0
"A166A2M31CW2C7","3V0Z7YWSIY0YR3RIWW01RA42TB92V1",,281,1,,,1455613205930.0,1455613450045.0
"A1YIH5JUVIML4S","34YB12FSQYO5GA5GHJKZ6IFQC13GMI","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",280,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If Sam and Lisa give the same grade, then he will get a bonus that depends on how popular the grade is overall. If Sam and Lisa give different grades then Sam gets no bonus. He thinks that Lisa will give it a B with a 90% chance."" ], ""time"" : 168037 } } }",,1455613314932.0,1455613329483.0
"A3PDTUA1YLJTMC","3VE8AYVF8MXKHL7HCY4YJFEJRHEF8U","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",278,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" since he needs two A and two B , the chances that others will put a B is at 90 percent chance, then in order to get the bonus , it has to be equal A's and B's"" ], ""time"" : 256458 } } }",,1455613220230.0,1455613259506.0
"A14BSSXMEM9PTD","3LRKMWOKB5HF0NWSXTP4CGHYHMGZ2Z","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",276,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Grading his essay A, Sam has only 10% chance for a bonus but it'd be a really high one (5$). Grading B would give him a 90% chance of getting bonus but a really low one."" ], ""time"" : 676286 } } }",,1455612912741.0,1455612943399.0
"A2X52OGT1GI4SJ","34QN5IT0TZRTKHSR9GLDG8RFLFP80J","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",277,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If they going to grade honestly then there are more chances of grade B.so to get more rewards I would choose grade B n if there be a penalty then it will be less then the reward .so I would go with grade B "" ], ""time"" : 508525 } } }",,1455613155981.0,1455613237063.0
"A1AYFPD1RFW8P5","308XBLVESI40M9AX65O2R6I32BCBRM",,282,3,,,1455615956735.0,1455614060375.0
"AVLBKM6QIPB1S","3U8YCDAGXPGZQLSNVA2D2ZCFFLCQ0D","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",284,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" Since 80% would get B, it is better to choose A so that he gets the bonus on account of the respective pair choose B."" ], ""time"" : 74019 } } }",,1455614127255.0,1455614197751.0
"A1JF9ZNXWK5QZU","3NJM2BJS4W6YK1MO7DG8XVO6JEOCP2",,289,7,,,1455614945830.0,1455614988498.0
"A33KTU8KJ5CP2T","3R8YZBNQ9HID8WS7G9NMHEM2NZI7QU","[ 0, 0.04, 0, 0, 0, 0, 0.04, 0 ]",287,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" I think both options are good."" ], ""time"" : 51776 } } }",,1455613961833.0,1455614937668.0
"A2K0ZIL8MS0N3E","3PM8NZGV8YG7NBYYYMRKBDZQPSXQX8","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",286,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Majority are going to give B."" ], ""time"" : 157839 } } }",,1455701417119.0,1455614929816.0
"A2I9PUZT19ZBO8","3OS46CRSLFZM94AJJYC4HNLE9GE6VP","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",288,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" HORRIBLE instructions. I doubt anyone will even know what you're talking about."" ], ""time"" : 226374 } } }",,1455614948037.0,1455614965479.0
"A142CND4VJ9JWD","34BBWHLWHABFHD5PB9QP0SUXPGAWII","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",290,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Most of them are grading B."" ], ""time"" : 129291 } } }",,1455701718693.0,1455615206142.0
"A7MMR8ZRJR4SB","3NQL1CS15R8OSOKPPH7W0E578Q6YVG","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",285,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" IF SAM AND LISA GIVES B'S THEN NICOLE AND ALICE WOULD HAVE TO GIVE A'S TO GET THE REWARD OF $1.50 OTHERWISE HE WILL ONLY GAIN ANYWHERE FROM $0.50 TO $1.00 FOR ANY OTHER OUTCOMES"" ], ""time"" : 809006 } } }",,1455614543604.0,1455614590548.0
"A23C0K84LJ5ZV3","3FTF2T8WLRIM6CCM7FKCNZVU6QO9WD","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",291,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" A is not the popular choice and so the maximum bonus possibility."" ], ""time"" : 149798 } } }",,1455701928397.0,1455615414777.0
"APQMFEY1KUL6A","33NF62TLXJ2KHOVE4DSMOIF2FOQJKL","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",292,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" B is more popular and so bonus will be less. A is least popular and so maximum bonus possible."" ], ""time"" : 102881 } } }",,1455702175864.0,1455615662188.0
"A3IV8AFLU0E94K","3DQQ64TANGL7YZSTO4G99PV9BU6PWO","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",293,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" A only the highest bonus and reward given"" ], ""time"" : 150387 } } }",,1455615645858.0,1455615673710.0
"A4H1NYJVE7C53","3SKRO2GZ71RDM7FAEOMGKIJGL7SK1K","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",294,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" To get low penalty"" ], ""time"" : 12443 } } }",,1455616585251.0,1455616590288.0
"A748ETX7W2MBZ","3WQ3B2KGE8GCT4BG8B9NLF0QYDIB1Q","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",295,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If Lisa has 90 % chances of getting similar with Sam and 20 % of the essay deserves to get A, then he gets a bonus equivalent to $5 as the grade is less popular. But if both of them give B, then Sam will earn something close to $1.25 taking into consideration that grade B is more popular. So in order to maximize his reward, Sam should report to Grade A."" ], ""time"" : 621321 } } }",,1455616580999.0,1455616591456.0
"A3HPVFAF1U9WXK","3VBEN272MKZ8E5IL1GGLIREW4QOSG9","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",296,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Since the chance to get B is 60%, it is better to grade B to agree with most of graders"" ], ""time"" : 263661 } } }",,1455617098971.0,1455617121232.0
"A2ZE2IPHK152KA","3GGAI1SQEVYSZYPBFXOGGRUBE9DMCG","[ 0, 0, 0, 0, 0, 0, 0.04, 0 ]",297,6,"{ ""6"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" If everyone grades honestly, most people will give the grade of B. This will mean that Lisa's grade will probably be the same as Alice's and he will likely get a $1 bonus."" ], ""time"" : 310472 } } }",,1455617216716.0,1455617243930.0
"A2TT6FAIWFD25N","36WLNQG78ZABD55SKZ42SZJKNMNBEA",,298,6,,,1455617717336.0,1455617775472.0
"A24I0ZQBO4HYWL","3JW0YLFXRTGXI8PU0QU41J354RAWWR","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",299,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""Sam thinks evryone is grading honestly and  20% of the essays will get an A and 80% will get a B if everyone grades honestly."" ], ""time"" : 252664 } } }",,1455618052705.0,1455618071245.0
"A29V34ENHFK8XP","3NG53N1RLVJW8YWBQ103V9SNTN58PU","[ 0, 0, 0, 0.04, 0, 0, 0, 0 ]",302,3,"{ ""3"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" a"" ], ""time"" : 35284 } } }",,1455619107395.0,1455619108298.0
"A1UK8XDG7SVRB4","35H6S234SA05BAV4D7URDPRFWSE56J","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",300,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" If he grades it \""A\"" he will get 1.5 and the scheme ends"" ], ""time"" : 542462 } } }",,1455618577314.0,1455618636217.0
"A1ES0KWZ144MQH","3YZ8UPK3VTMBC6UKOZF271B5RVIUCI","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",301,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""If Sam chooses A then there is a possibility of 2 As and 2 Bs, which would maximize his reward."" ], ""time"" : 779405 } } }",,1455618946941.0,1455619095734.0
"A10PNSOJ6RSXLG","33FBRBDW6OZDE9N7LWEXB9TGU4SC8M","[ 0, 0.04, 0, 0, 0, 0, 0, 0 ]",305,1,"{ ""1"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" hh"" ], ""time"" : 37120 } } }",,1455619829697.0,1455619847416.0
"A2ATVSWGSME8AF","3YHH42UU5BFOZOCA35UHLDDL5FT0L2","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",303,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" Sam should report grade B, considering there is a 20% chance that of essays getting an A and 40% chance that Lisa might give an A. That makes up a better chance of earning a bonus by grading B as the probability of grading B is higher."" ], ""time"" : 518020 } } }",,1455619598517.0,1455619637924.0
"A3E6BSFIN8UZ5S","3ERMJ6L4DYSMNHUFOGG5052XDYP7MB","[ 0, 0, 0, 0, 0.04, 0, 0, 0 ]",306,4,"{ ""4"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ "" The percentage for B is higher in both categories one is: 80% an the second is: 90% chance."" ], ""time"" : 224985 } } }",,1455619992538.0,1455620071885.0
"A381WH9M9O2WQY","37QW5D2ZRGMTLQC3II4XQEXYG7D8SB","[ 0.04, 0, 0, 0, 0, 0, 0, 0 ]",304,0,"{ ""0"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""In order for Sam to maximize his reward, he should give the essay a B, since he thinks there is a 40% chance Lisa will give it an A and therefore a 60% chance Lisa will give it a B.  Even though the reward would be much greater if both he and Lisa gave the essay an A than a B (5 dollars compared to 1 dollar and 25 cents), the risk is not worth it, since if Lisa grades it as a B and Sam grades it as an A, they will both get nothing."" ], ""time"" : 556619 } } }",,1455619771989.0,1455619799041.0
"A1ZZINLCZZYOH4","3LS2AMNW5FQKT2K6XV4OS08XDOXQO8",,307,3,,,1455620952980.0,1455621053758.0
"A3V5IIPZ95YVKH","32Z9ZLUT1LK7G9L3E5HUJMGWM11OHA","[ 0, 0, 0.04, 0, 0, 0, 0, 0 ]",308,2,"{ ""2"" : { ""0"" : { ""TF_report"" : [ ""B"" ], ""text_explanation"" : [ ""Most of the grades is expected to be B. Sam will maximize his reward by giving a B to most of the essays. "" ], ""time"" : 417292 } } }",,1455621114724.0,1455621208901.0
"AZ57GKYAAO7T6","3NLZY2D53PPCNHH9K3OW0J43IJTQLS","[ 0, 0, 0, 0, 0, 0.04, 0, 0 ]",309,5,"{ ""5"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ ""Sam should report the essay with an A because if he gives an A while Lisa gives a B, he will not have to pay the penalty. Assuming that Lisa has a 90% chance of giving a B while Sam thinks 20% of the essays will get an A, it would be more fruitful for him to report an A should everyone grade honestly. If he chose B, it would be bad because he is increasing his chances of paying the penalty by an extreme amount due to the fact that Lisa will almost likely report with a B. Not only that, he also believes that 80% of the class will report B's on the essay. A is the safer and more optimal choice for maximizing his reward and reducing his chances of penalty overall."" ], ""time"" : 629426 } } }",,1455621827017.0,1455621831542.0
"A29PB2C8XD8TVG","3YMTUJH0DSGTHP2GVFJAJ7DFG4Y4TS","[ 0, 0, 0, 0, 0, 0, 0, 0.04 ]",310,7,"{ ""7"" : { ""0"" : { ""TF_report"" : [ ""A"" ], ""text_explanation"" : [ "" He will ,get the most bonus if scores are different."" ], ""time"" : 360039 } } }",,1455622412850.0,1455622473353.0
